,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
654,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Nanumal Bhojraj,18.968912147166353,72.81511955093872,Vegetarian / Vegan Restaurant
655,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Tejpal Hall,18.962768550276056,72.80907792391727,Concert Hall
656,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,The Flute,18.962303300047036,72.8139775967293,Chinese Restaurant
657,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,August Kranti Maidan,18.963433226008846,72.81008323144995,Park
658,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Happiness Deli,18.96070544984165,72.81285722532047,Deli / Bodega
659,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Bhaji Gali,18.96314382698096,72.81335740466609,Farmers Market
660,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Domino's Pizza,18.96921068277889,72.8161928329839,Pizza Place
661,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Universal Kebab Kona,18.96513143709947,72.81518879508393,Food Truck
662,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Reliance Fresh ¤,18.96669298513453,72.81739305680495,Department Store
663,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,HDFC Bank,18.96836748860228,72.81633709097022,Bank
664,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Sheetal International,18.961529425427514,72.81785467977585,Clothing Store
665,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,29 Twenty Nine,18.963145987145978,72.80836101411886,Diner
666,Grant Road,400007,18.9644472,72.81357270000002,Mumbai,Crossword @ Kemps Corner,18.961710490891093,72.80872592386461,Bookstore
667,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Food for Thought,18.932030548104752,72.83166719005115,Café
668,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Yazdani Bakery,18.93319143074909,72.83359064269625,Bakery
669,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Starbucks,18.93218954141338,72.83395939223185,Coffee Shop
670,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Pratap Lunch Home,18.933605218629197,72.83285417004964,Seafood Restaurant
671,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
672,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Zara,18.932453310693468,72.83204218319372,Clothing Store
673,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
674,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Flora Fountain,18.932703970456927,72.83140292594572,Monument / Landmark
675,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
676,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Horniman Circle,18.932259118563138,72.83451868542195,Park
677,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Kitab Khana,18.932056629383982,72.83177317437162,Bookstore
678,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Volga Paan Wala,18.932314635030245,72.83249696356751,Dessert Shop
679,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Oye Kake,18.933033624660574,72.83346286148766,Indian Restaurant
680,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,H Parmesha Fast Food Corner,18.93039231560749,72.83354934229565,Fast Food Restaurant
681,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
682,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
683,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
684,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
685,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Apoorva - The seafood capital,18.93313465833552,72.83452717054064,Seafood Restaurant
686,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Punjabi Moti Halwai,18.932762960768873,72.83338778473325,Indian Restaurant
687,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Burma Burma,18.929590298584472,72.83204264290255,Asian Restaurant
688,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
689,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Qi,18.932341935886978,72.82759090574511,Gym / Fitness Center
690,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,canara juice,18.931111585602835,72.8337335586548,Juice Bar
691,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Umame,18.931966467648085,72.8282430677147,Japanese Restaurant
692,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Bademiya The Kabab Restaurant,18.931330495288908,72.83498341369175,Mughlai Restaurant
693,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
694,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
695,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
696,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
697,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Fountain Sizzlers Restaurant,18.93136614779034,72.83146171264093,Steakhouse
698,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
699,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
700,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
701,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
702,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Eros Cinema,18.932604757300442,72.82780337384341,Movie Theater
703,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Jimmy Boy,18.930824327941004,72.83488775552375,Parsi Restaurant
704,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,theobroma,18.93022024270289,72.83209172776412,Dessert Shop
705,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Rustico,18.929541394019612,72.83462998011656,Vegetarian / Vegan Restaurant
706,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Bottle bar,18.93024567648813,72.83342293846556,Lounge
707,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Hermes Store,18.931395743533454,72.83523559570312,Boutique
708,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Dalal street,18.929672828869077,72.83367051039721,Plaza
709,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Mad Over Donuts,18.935131,72.82691,Donut Shop
710,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
711,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Cafe Military,18.930745855423226,72.83202047284554,Fast Food Restaurant
712,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Burger King,18.93403645599064,72.8270595875146,Fast Food Restaurant
713,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
714,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
715,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
716,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,The Local,18.929855188641305,72.83138345782227,Gastropub
717,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,The Bar Terminal,18.930337830806817,72.83342131032576,Cocktail Bar
718,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
719,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Spices & Flavours,18.930271824282666,72.83341695554218,Indian Restaurant
720,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Stadium Restaurant & Stores,18.93317339191467,72.82692894166023,Indian Restaurant
721,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Churchgate,18.932984931588916,72.82771589249155,Other Great Outdoors
722,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Markiv's,18.93281690825621,72.8276755021453,Coffee Shop
723,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Cafe Coffee Day,18.931679900980715,72.83143758773805,Coffee Shop
724,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
725,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Paratha Mantra,18.928802983308934,72.832257761441,Indian Restaurant
726,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Eros Theatre,18.932344035722767,72.82795246438535,Movie Theater
727,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Pronto,18.932040113074613,72.82818030301061,Fast Food Restaurant
728,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Coffee House,18.929983954884428,72.83374551919181,Indian Restaurant
729,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Bademiya,18.93144397092249,72.83470909165455,BBQ Joint
730,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,The Teapot,18.931300760729734,72.83335837222688,Tea Room
731,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Subway,18.932548862489753,72.8276708860938,Sandwich Place
732,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Cafe Coffee Day,18.9324465206089,72.82766946089747,Café
733,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Wok in the box,18.931365084029128,72.83404555413944,Noodle House
734,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Papacream,18.93191293183172,72.82736703860836,Ice Cream Shop
735,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Churchgate Railway Station,18.934705656511547,72.82732929890342,Train Station
736,Hutatma Chowk,400023,18.9341699,72.83252,Mumbai,Chai Centre Mumbai University,18.93006329939849,72.83121911137555,Tea Room
737,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
738,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
739,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
740,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
741,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
742,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
743,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
744,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
745,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
746,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
747,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
748,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
749,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
750,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
751,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
752,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
753,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
754,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
755,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
756,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
757,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
758,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
759,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
760,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
761,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
762,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
763,I I T Mumbai,400076,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
764,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
765,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
766,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
767,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
768,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
769,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
770,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
771,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
772,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
773,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
774,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
775,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
776,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
777,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
778,J B Nagar,400059,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
779,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
780,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
781,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
782,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
783,J B Nagar,400059,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
784,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
785,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
786,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
787,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
788,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
789,J B Nagar,400059,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
790,J B Nagar,400059,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
791,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,cafe coffee day,18.976988366293984,72.82405095322007,Coffee Shop
792,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,McDonald's,18.98077515140672,72.82118410971161,Fast Food Restaurant
793,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,Cafe Coffee Day,18.981953979064823,72.82360758305953,Coffee Shop
794,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,Olive Bar & Kitchen,18.980487145069212,72.821817106802,Mediterranean Restaurant
795,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,"Gold Gym IndiaBulls, Lower Parel",18.981423532134926,72.82489978865723,Gym
796,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,Vedanta Veg Restaurant,18.980547785069174,72.82877683639526,Indian Restaurant
797,Jacob Circle,400011,18.9810531,72.82678629995553,Mumbai,Race View Restaurant,18.979616622754506,72.82138029654298,Restaurant
798,Jogeshwari (East),400060,19.1369889,72.8649418,Mumbai,Inox Inorbit Mall,19.134943652912945,72.86745097634173,Multiplex
799,Jogeshwari (East),400060,19.1369889,72.8649418,Mumbai,Lom Chings,19.13602815778573,72.8702547454467,Chinese Restaurant
800,Jogeshwari (East),400060,19.1369889,72.8649418,Mumbai,Zodiac Family Restaurant,19.13770524985952,72.87016347227458,Food
801,Jogeshwari (East),400060,19.1369889,72.8649418,Mumbai,ALM Grounds,19.13520794566927,72.87023428591469,Campground
802,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Hard Rock Cafe Andheri,19.13599450781993,72.8353350383582,American Restaurant
803,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Doolally Taproom,19.13591735538127,72.83309403406167,Brewery
804,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Mainland China,19.14039064038241,72.83803252193621,Chinese Restaurant
805,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,The Little Door,19.139264910758484,72.83317996821813,Pub
806,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Barbeque Nation,19.136210861270595,72.83345280721781,BBQ Joint
807,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Cinepolis (Fun Cinemas),19.135166895750963,72.83302036586855,Multiplex
808,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Glocal Junction,19.137994816505294,72.83274001442005,Lounge
809,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Pizza Express,19.131893498780688,72.83466849836762,Pizza Place
810,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,KFC,19.135267616791552,72.83293660965954,Fast Food Restaurant
811,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Independence Brewing Company,19.13915755865045,72.83251788431491,Brewery
812,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Fun Republic Social,19.135174076031454,72.83276778035169,Bar
813,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Apicius,19.13697998958239,72.83311492833764,Italian Restaurant
814,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Mirabella Bar & Kitchen,19.134143854690407,72.83686673936081,Cocktail Bar
815,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Bora Bora,19.136949356619734,72.83253772336471,Pub
816,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,vedge,19.13511369891973,72.83287806467352,Diner
817,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Courtyard Restaurant & Bar,19.131691724805147,72.8372690106853,Asian Restaurant
818,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Jughead's,19.13191641749765,72.83515046595967,Pub
819,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Red Ant Cafe,19.13735992233295,72.83182990274624,Pub
820,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Agent Jacks,19.131855042795927,72.83552355877262,Bar
821,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Fun Cinemas,19.135206876629297,72.83289849544738,Multiplex
822,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Apple Store,19.13463917684572,72.83201232191202,Electronics Store
823,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Hometown Cafe,19.136972970410334,72.83260313421678,Asian Restaurant
824,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Kazan,19.13698433490315,72.83270008202763,Indian Restaurant
825,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Koyla Restaurant,19.13828755325008,72.832496928138,North Indian Restaurant
826,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Country Club,19.139648168165213,72.83693048671026,Gym
827,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Sheesha Sky Lounge,19.136248920559737,72.83314409823646,Hookah Bar
828,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Unicorn Infosolutions Pvt Ltd.,19.13488578330954,72.83212653052551,Electronics Store
829,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Northern Tadka,19.131929033909348,72.83494834041893,Indian Restaurant
830,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Cafe Coffee Day,19.135527034663927,72.83268385410491,Coffee Shop
831,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Ye ole watering hole,19.139148518188943,72.83254858121394,Pub
832,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Oberoi Springs squash court,19.14018191250598,72.83834799428702,Athletics & Sports
833,Jogeshwari (West),400102,19.136394,72.83738170000002,Mumbai,Risevertise Media,19.140605819746003,72.83437795027329,Business Service
834,Juhu,400049,19.1070215,72.8275275,Mumbai,Prithvi Theatre,19.106156977247707,72.8258099341603,Theater
835,Juhu,400049,19.1070215,72.8275275,Mumbai,Prithvi Cafe,19.106153210060764,72.82586610755753,Café
836,Juhu,400049,19.1070215,72.8275275,Mumbai,Copa,19.109765009139146,72.8271720400964,Cocktail Bar
837,Juhu,400049,19.1070215,72.8275275,Mumbai,Float bar,19.10836552378668,72.82686303335826,Lounge
838,Juhu,400049,19.1070215,72.8275275,Mumbai,Mahesh Lunch Home,19.103679936521218,72.82679442182635,Seafood Restaurant
839,Juhu,400049,19.1070215,72.8275275,Mumbai,Alfredo's,19.106912845083198,72.8262942992632,Pub
840,Juhu,400049,19.1070215,72.8275275,Mumbai,The Spare Kitchen,19.107064529459556,72.82585664739476,Restaurant
841,Juhu,400049,19.1070215,72.8275275,Mumbai,Gadda Da Vida,19.108636395191915,72.82393576378033,Bar
842,Juhu,400049,19.1070215,72.8275275,Mumbai,Krispy Kreme,19.10579965436154,72.82651671800781,Donut Shop
843,Juhu,400049,19.1070215,72.8275275,Mumbai,Temple Flower Restaurant,19.1068789826273,72.82633724757417,Asian Restaurant
844,Juhu,400049,19.1070215,72.8275275,Mumbai,B'wiched,19.11125654307837,72.82661517207846,American Restaurant
845,Juhu,400049,19.1070215,72.8275275,Mumbai,Olio,19.108843595181746,72.82392931219455,Italian Restaurant
846,Juhu,400049,19.1070215,72.8275275,Mumbai,Motu's paanwala,19.108870782109822,72.82818903604992,Smoke Shop
847,Juhu,400049,19.1070215,72.8275275,Mumbai,Facing East,19.110120035881774,72.82745431250345,Chinese Restaurant
848,Juhu,400049,19.1070215,72.8275275,Mumbai,Novotel Juhu,19.1087247,72.8243382,Hotel
849,Juhu,400049,19.1070215,72.8275275,Mumbai,Gajalee,19.10382741461241,72.83102812899264,Seafood Restaurant
850,Juhu,400049,19.1070215,72.8275275,Mumbai,JW Marriott Mumbai Juhu,19.1020372,72.8261813,Hotel
851,Juhu,400049,19.1070215,72.8275275,Mumbai,TrueTrammTrunk,19.103451501182388,72.83141268426391,Bar
852,Juhu,400049,19.1070215,72.8275275,Mumbai,Coffee Bean And Tea Leaf,19.110627459056932,72.82528211526264,Café
853,Juhu,400049,19.1070215,72.8275275,Mumbai,Sohum Spa,19.104376124639984,72.82960846122263,Spa
854,Juhu,400049,19.1070215,72.8275275,Mumbai,Sun-n-Sand Hotel,19.10931824100285,72.82382444081081,Hotel
855,Juhu,400049,19.1070215,72.8275275,Mumbai,Fable,19.11107742871762,72.82813461861178,Pizza Place
856,Juhu,400049,19.1070215,72.8275275,Mumbai,noodle bar,19.110671412524386,72.82543094240283,Asian Restaurant
857,Juhu,400049,19.1070215,72.8275275,Mumbai,Sampan,19.108804770372586,72.82392234696351,Chinese Restaurant
858,Juhu,400049,19.1070215,72.8275275,Mumbai,Fusion Wong's,19.109716658861405,72.82446353523873,Chinese Restaurant
859,Juhu,400049,19.1070215,72.8275275,Mumbai,Fresco Bakery,19.109357613959503,72.8264826583554,Bakery
860,Juhu,400049,19.1070215,72.8275275,Mumbai,Juhu Gymkhana Club,19.10844948297614,72.82698531848031,Gym / Fitness Center
861,Juhu,400049,19.1070215,72.8275275,Mumbai,Harry's,19.1106624819662,72.82534215369101,Bar
862,Juhu,400049,19.1070215,72.8275275,Mumbai,Juhu Vile Parle.,19.10470587544893,72.82441909502269,Beach
863,Juhu,400049,19.1070215,72.8275275,Mumbai,Ontoes Pub,19.103648480763738,72.83085194049276,Bar
864,Juhu,400049,19.1070215,72.8275275,Mumbai,6th road sev puri,19.107176922598512,72.83290452856879,Snack Place
865,Juhu,400049,19.1070215,72.8275275,Mumbai,Subway,19.10364073834439,72.82672596645105,Sandwich Place
866,Juhu,400049,19.1070215,72.8275275,Mumbai,The Square @ Novotel,19.108768028499476,72.82397291426764,Lounge
867,Juhu,400049,19.1070215,72.8275275,Mumbai,Aqua - Hotel Sun & Sand,19.109300132472093,72.8238532794591,Coffee Shop
868,Juhu,400049,19.1070215,72.8275275,Mumbai,R'Adda,19.10912075632239,72.82541301385625,Hotel Bar
869,Juhu,400049,19.1070215,72.8275275,Mumbai,Baskin-Robbins,19.10202066696795,72.82705212223284,Ice Cream Shop
870,Juhu,400049,19.1070215,72.8275275,Mumbai,Haochi,19.109219359200004,72.82382684851041,Chinese Restaurant
871,Juhu,400049,19.1070215,72.8275275,Mumbai,On Toes,19.10362706756332,72.83084823390142,Indian Restaurant
872,Juhu,400049,19.1070215,72.8275275,Mumbai,BeachComber,19.109265171142468,72.82386146935308,Cocktail Bar
