,Post Office,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
254,Bandra (West),19.0583358,72.83026690000001,Elco Arcade Shopping Centre,19.056095380184104,72.83321193748864,Shopping Mall
255,Bhandup,19.1438684,72.9384327,Dreams Mall,19.145601934550253,72.9364538572637,Shopping Mall
256,Chakala MIDC,19.1152873,72.8618085,Tandon Mall,19.113125208720405,72.86415679458159,Shopping Mall
257,Chinch Bunder,18.9641312,72.8416378,Mufaddal Shopping Arcade,18.96267890930176,72.83686828613281,Shopping Mall
258,Cumballa Hill,18.9693073,72.8065375,"sobo central mall, Tardeo",18.972388437197804,72.8064177142805,Shopping Mall
259,Dadar,19.019282,72.8428757,Nakshatra Mall,19.020142614081273,72.8414953126452,Shopping Mall
260,Girgaon,18.9543165,72.8179082,Earth Castle Mall,18.95616909313993,72.8228920839041,Shopping Mall
261,Mandpeshwar,19.23584235,72.85283655957588,Patel Shopping Center,19.231352158873978,72.8543316746829,Building
262,Mantralaya,18.92766235,72.82703930367538,A Mall,18.92995834350586,72.82711029052734,Shopping Mall
263,Mulund (West),19.1719717,72.95119559999998,"R mall, Mulund west",19.175374657905586,72.95050597942175,Shopping Mall
264,Nariman Point,18.9259514,72.8232083,Oberoi Shopping Centre,18.92700822853225,72.82007622818037,Shopping Mall
265,Santacruz (East),19.0815223,72.84175649999997,Hi!  Life Mall,19.083072628125926,72.84042557192464,Shopping Mall
266,Santacruz (West),19.084877,72.83497270000002,Acme Mall (Reliance Mall),19.08358786653972,72.8346744723506,Shopping Mall
267,Santacruz P&T Colony,19.0923132,72.8446354,Hi-life mall,19.09615,72.84763000000001,Shopping Mall
268,Shivaji Nagar (Kurla),19.1141005,72.86228990000002,Tandon Mall,19.113125208720405,72.86415679458159,Shopping Mall
269,Vile Parle (East),19.0962884,72.84837990000003,Hi-life mall,19.09615,72.84763000000001,Shopping Mall
270,Vile Parle (West),19.1038725,72.84029029999998,Shreenath Shopping Centre Premises Co-op Society,19.10061946840592,72.84264832209195,Shopping Mall
271,Uran,18.8808,72.9386,JNPT Shopping Center,18.876702756454588,72.93889651045801,Shopping Mall
272,Mira Road,19.1878962,72.8365955,Infiniti Mall,19.184691641620525,72.83491373062135,Shopping Mall
273,Naupada,19.083579,72.88865190000001,Kohinoor City Mall,19.081897179383887,72.88640174512045,Shopping Mall
274,Nirmal,18.92732875,72.82219717183933,Oberoi Shopping Centre,18.92700822853225,72.82007622818037,Shopping Mall
275,Jakegram,19.13261205,72.93201331422414,Huma Mall,19.13493529085725,72.92797859447545,Shopping Mall
276,Kopri Colony,19.13261205,72.93201331422414,Huma Mall,19.13493529085725,72.92797859447545,Shopping Mall
277,Mumbai Central,18.9695855,72.8193152,krishna pharmacy,18.96605682373047,72.8201675415039,Pharmacy
278,Borivli HO,19.2314681,72.8405735,Apollo Pharmacy,19.2341037045539,72.8400073122559,Pharmacy
279,Chembur,19.0612128,72.89759090000003,Apollo Pharmacy,19.0594301,72.89978,Pharmacy
280,Dadar,19.019282,72.8428757,Adie Pharmacy,19.018708698979324,72.8480544666759,Pharmacy
281,F C I Mumbai,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
282,Girgaon,18.9543165,72.8179082,Famous pharmacy,18.95811607740315,72.81976463559546,Pharmacy
283,Goregaon (East),19.169262300000003,72.8552548,Apollo Pharmacy,19.16965905,72.85469608,Pharmacy
284,Hutatma Chowk,18.9341699,72.83252,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
285,I I T Mumbai,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
286,J B Nagar,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
287,Juhu,19.1070215,72.8275275,Amar Pharmacy,19.108539999999998,72.832068,Pharmacy
288,Mahim,19.0423145,72.8398344,Apollo Pharmacy,19.039931,72.841748,Pharmacy
289,Mandpeshwar,19.23584235,72.85283655957588,Apollo Pharmacy,19.237517999999998,72.85485,Pharmacy
290,Matunga,19.027435600000004,72.85014670000002,Apollo Pharmacy,19.02715593,72.85482875,Pharmacy
291,Mulund (West),19.1719717,72.95119559999998,reliable homeopathic pharmacy,19.1732,72.9533,Pharmacy
292,Sahar,19.0995955,72.867284,Apollo Pharmacy,19.0968996,72.87200779999999,Pharmacy
293,Santacruz (East),19.0815223,72.84175649999997,Apollo Pharmacy,19.07833653,72.84279383,Pharmacy
294,Tulsiwadi,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
295,Manor,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
296,Mira,19.282057100000006,72.8741437,Apollo Pharmacy,19.280966600000003,72.8718483,Pharmacy
297,Mira Road,19.1878962,72.8365955,Apollo Pharmacy,19.1857398,72.8312717,Pharmacy
298,Thane (East),19.0308262,73.0198537,Apollo Pharmacy,19.03453353,73.0173636,Pharmacy
299,Bhavani Shankar Road,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
300,Mumbai G P O,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
301,Council Hall,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
302,N I T I E,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
303,Rajbhavan,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
304,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
305,JNPT Town Ship,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
306,Ganeshpuri,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
307,Papdi,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
308,Vasai Road East,18.9387711,72.8353355,Apollo Pharmacy,18.937706600000002,72.8329667,Pharmacy
309,B A R C,19.0167,72.85,Adie Pharmacy,19.018708698979324,72.8480544666759,Pharmacy
310,Chembur,19.0612128,72.89759090000003,Chembur Monorail Station,19.06097739900073,72.89737318183175,Light Rail Station
311,Ghatkopar (West),19.0897194,72.90459720000001,Ghatkopar Metro Station,19.086670903103837,72.90801437753815,Metro Station
312,August Kranti Marg,18.9635489,72.8099885,Grant Road Railway Station,18.96326910434186,72.81594514846802,Train Station
313,Bhandup,19.1438684,72.9384327,Bhandup Railway Station,19.14246225596295,72.93748926358815,Train Station
314,Mumbai Central,18.9695855,72.8193152,Mumbai Central Railway Station,18.969689989219507,72.81951651529027,Train Station
315,Borivli (East),19.2251085,72.8502063,Borivali Station (West),19.223059418642684,72.85436629118881,Train Station
316,Borivli (West),19.2251085,72.8502063,Borivali Station (West),19.223059418642684,72.85436629118881,Train Station
317,Chembur,19.0612128,72.89759090000003,Chembur Railway Station,19.06242442647018,72.90077103011909,Train Station
318,Chinch Bunder,18.9641312,72.8416378,Sandhurst Road Railway Station,18.961371688517648,72.84008502960205,Train Station
319,Cumballa Hill,18.9693073,72.8065375,Churchgate Station Platform 2,18.971450641657157,72.80966651304034,Platform
320,Dadar,19.019282,72.8428757,Dadar Railway Station,19.018678153603105,72.84321375159249,Train Station
321,Dahisar,19.2494501,72.85962059999999,Dahisar Railway Station,19.25005677734062,72.85939693450928,Train Station
322,Delisle Road,18.9932602,72.8310115,Currey Road Railway Station,18.995163961446746,72.83286272191614,Train Station
323,F C I Mumbai,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
324,Girgaon,18.9543165,72.8179082,Charni Road Railway Station,18.952400452708822,72.81782582837181,Train Station
325,Grant Road,18.9644472,72.81357270000002,Grant Road Railway Station,18.96326910434186,72.81594514846802,Train Station
326,Hutatma Chowk,18.9341699,72.83252,Churchgate Railway Station,18.934705656511547,72.82732929890342,Train Station
327,I I T Mumbai,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
328,J B Nagar,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
329,Kalbadevi,18.9492575,72.82793819999998,Bhiwandi Railway Station,18.95368477176617,72.82567905670464,Train Station
330,Kurla,19.0652797,72.87938050000002,Kurla Railway Station,19.06533320730682,72.87933504185679,Train Station
331,Mahim,19.0423145,72.8398344,Mahim Railway Station,19.043431168318676,72.84442538181098,Train Station
332,Malad (East),19.1860219,72.8563181,local trains,19.183192389479373,72.85692789892008,Train
333,Mandvi,18.9550564,72.83479190000001,Masjid Bunder Railway Station,18.95256414953349,72.83820748329163,Train Station
334,Mantralaya,18.92766235,72.82703930367538,Byculla Railway Station (West),18.930330268970284,72.8265041791979,Train
335,Marine Lines,18.9456701,72.82378100000003,Marine Lines Railway Station,18.94570449986832,72.82375574111937,Train Station
336,Matunga,19.027435600000004,72.85014670000002,Matunga Railway Station,19.027606101975838,72.85034716129303,Train Station
337,Mazgaon,18.968051899999995,72.84001187036267,Dockyard Road Station,18.9666989759871,72.84435754937053,Train
338,Mulund (East),19.1704719,72.9610447,Mulund Railway Station,19.172394785160574,72.95666456222534,Train Station
339,Mulund Colony,19.1777778,72.93835109999998,Panvel Railway Station,19.175705990084648,72.94276639644009,Train
340,Nehru Nagar,19.0010485,72.8194265,Mahalaxmi Railway Station,18.996279258028856,72.81946276959472,Train Station
341,Pant Nagar,19.0868209,72.9156026,Ghatkopar Railway Station,19.086346139435733,72.91200273710538,Train Station
342,Parel,19.0094817,72.8376614,thakurli station,19.009451283648907,72.83750746912575,Train Station
343,Rajawadi,19.07853645,72.90019463836587,Vidyavihar Railway Station,19.079477546225466,72.89740920066832,Train Station
344,Saki Naka,19.1082208,72.88358240000002,Marol Naka Metro Station,19.108142549175707,72.87937294859846,Light Rail Station
345,Santacruz (East),19.0815223,72.84175649999997,Santacruz Railway Station,19.08110611964535,72.8421232792363,Train Station
346,Sewri,18.9987796,72.8544218,Sewri Railway Station,18.99936117439511,72.85459706776874,Train Station
347,Sion,19.0465213,72.8632834,Sion Railway Station,19.047514890604802,72.86398887634276,Train Station
348,Tilak Nagar,19.0692377,72.8978464,Wadala Road Station,19.070154655290626,72.89592560244185,Platform
349,Tulsiwadi,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
350,Vikhroli,19.1114795,72.928021,Vikhroli Railway Station,19.111106146343392,72.92798436212776,Train Station
351,Vile Parle (East),19.0962884,72.84837990000003,Vile Parle Station,19.100505448506404,72.8445267677307,Train Station
352,Vile Parle (West),19.1038725,72.84029029999998,Borivalli slow train ladies dabba,19.1016902923584,72.84444427490234,Train
353,Belapur,19.01898695,73.03909472408442,CBD Belapur Railway Station,19.018516616618122,73.0393661122472,Train Station
354,Turbhe,19.0761648,73.01766154369601,Turbhe Railway Station,19.076137428901774,73.01810985938882,Train Station
355,Manor,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
356,Nirmal,18.92732875,72.82219717183933,mumbra station,18.925465839460248,72.81809703149695,Train Station
357,Thane (East),19.0308262,73.0198537,Nerul Railway Station,19.033275735192095,73.01796913146974,Train Station
358,Bhavani Shankar Road,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
359,Mumbai G P O,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
360,Council Hall,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
361,N I T I E,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
362,Rajbhavan,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
363,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
364,JNPT Town Ship,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
365,Krishi Utpanna Bazar,19.080266,73.021173,Turbhe Railway Station,19.076137428901774,73.01810985938882,Train Station
366,Arnala,19.2023218,73.0025371,Kalwa Railway Station,19.19986230451368,73.00212748151891,Train
367,Balcum,19.2023218,73.0025371,Kalwa Railway Station,19.19986230451368,73.00212748151891,Train
368,Ganeshpuri,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
369,Jakegram,19.13261205,72.93201331422414,Platform No.14 CST Station,19.130795870175934,72.92851498554538,Train
370,Kalwa,19.2023218,73.0025371,Kalwa Railway Station,19.19986230451368,73.00212748151891,Train
371,Kopri Colony,19.13261205,72.93201331422414,Platform No.14 CST Station,19.130795870175934,72.92851498554538,Train
372,Papdi,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
373,Sandoz Baug,19.2023218,73.0025371,Kalwa Railway Station,19.19986230451368,73.00212748151891,Train
374,Vasai Road East,18.9387711,72.8353355,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
375,NAD Karanja,19.0778,72.8944,Vidyavihar Railway Station,19.079477546225466,72.89740920066832,Train Station
376,August Kranti Marg,18.9635489,72.8099885,Axis Bank ATM,18.959429999999998,72.81193,ATM
377,Andheri (East),19.1158835,72.854202,Axis Bank ATM,19.119077682495,72.85162353515601,ATM
378,Andheri (West),19.1172495,72.833968,Axis Bank ATM,19.115654,72.8352,ATM
379,Antop Hill,19.0207608,72.8652556,Axis Bank ATM,19.018779754639002,72.862060546875,ATM
380,Bandra (East),19.0616565,72.8498111,Axis Bank ATM,19.062397003174,72.84795379638699,ATM
381,Bandra (West),19.0583358,72.83026690000001,Axis Bank ATM,19.057443618774,72.82989501953101,ATM
382,Bangur Nagar,19.1688142,72.8336777,Axis Bank ATM,19.1641,72.8316,ATM
383,Barve Nagar,19.0952831,72.90017759999998,Axis Bank ATM,19.098360061645998,72.901824951172,ATM
384,Bhandup,19.1438684,72.9384327,Axis Bank ATM,19.14493,72.93623000000001,ATM
385,Bhandup (East),19.1485568,72.9470657,Axis Bank ATM,19.15104,72.94758,ATM
386,Mumbai Central,18.9695855,72.8193152,Axis Bank ATM,18.969720000000002,72.81506999999999,ATM
387,Borivli HO,19.2314681,72.8405735,Axis Bank ATM,19.2333,72.83856999999999,ATM
388,Chakala MIDC,19.1152873,72.8618085,Axis Bank ATM,19.116120000000002,72.8618,ATM
389,Chembur,19.0612128,72.89759090000003,Axis Bank ATM,19.0619,72.8981,ATM
390,Colaba,18.915091,72.8259691,Axis Bank ATM,18.915069580078,72.82633972168,ATM
391,Cumballa Hill,18.9693073,72.8065375,Axis Bank ATM,18.971220000000002,72.80975,ATM
392,Dadar,19.019282,72.8428757,Axis Bank ATM,19.0198097229,72.84073638916,ATM
393,Dahisar,19.2494501,72.85962059999999,Axis Bank ATM,19.24546,72.85755999999999,ATM
394,Delisle Road,18.9932602,72.8310115,Axis Bank ATM,18.99421,72.83145,ATM
395,Dharavi,19.044463,72.8586177,Axis Bank ATM,19.04388658,72.86060845,ATM
396,F C I Mumbai,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
397,Ghatkopar (West),19.0897194,72.90459720000001,Axis Bank ATM,19.08997,72.90345,ATM
398,Girgaon,18.9543165,72.8179082,Axis Bank ATM,18.955284118652,72.820930480957,ATM
399,Goregaon (East),19.169262300000003,72.8552548,Axis Bank ATM,19.1719,72.85148000000001,ATM
400,Goregaon (West),19.1633281,72.8411995,Axis Bank ATM,19.16437,72.8403,ATM
401,Grant Road,18.9644472,72.81357270000002,Axis Bank ATM,18.969720000000002,72.81506999999999,ATM
402,Hutatma Chowk,18.9341699,72.83252,IDFC Bank ATM,18.9329,72.83324499999999,ATM
403,I I T Mumbai,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
404,J B Nagar,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
405,Jacob Circle,18.9810531,72.82678629995553,YES Bank ATM,18.9804,72.82632,Bank
406,Jogeshwari (East),19.1369889,72.8649418,hdfc atm,19.139520956508512,72.86694329451007,ATM
407,Juhu,19.1070215,72.8275275,Axis Bank ATM,19.104511260985998,72.83106994628899,ATM
408,Kalbadevi,18.9492575,72.82793819999998,Axis Bank ATM,18.950132999999997,72.826708,ATM
409,Kandivli (East),19.2064788,72.83845050000002,Axis Bank ATM,19.2088,72.83722,ATM
410,Kandivli (West),19.2064788,72.83845050000002,Axis Bank ATM,19.2088,72.83722,ATM
411,Khar,19.0696584,72.8398944,Axis Bank ATM,19.0699,72.84467,ATM
412,Kharodi,19.191684,72.8140978,Axis Bank ATM,19.188093185425,72.812103271484,ATM
413,Kurla,19.0652797,72.87938050000002,Axis Bank ATM,19.06661,72.87874000000001,ATM
414,Mahim,19.0423145,72.8398344,Axis Bank ATM,19.040760040283,72.84307098388699,ATM
415,Malabar Hill,18.9581616,72.80336650000002,Axis Bank ATM,18.95877,72.80062,ATM
416,Malad (East),19.1860219,72.8563181,Axis Bank ATM,19.187279999999998,72.86108,ATM
417,Malad (West),19.1840129,72.8412155,Axis Bank ATM,19.185764312744,72.83763885498,ATM
418,Mandpeshwar,19.23584235,72.85283655957588,Axis Bank ATM,19.23496055603,72.855079650879,ATM
419,Mantralaya,18.92766235,72.82703930367538,YES Bank ATM,18.931070000000002,72.82484000000001,ATM
420,Marine Lines,18.9456701,72.82378100000003,Axis Bank ATM,18.946659088135,72.824562072754,ATM
421,Matunga,19.027435600000004,72.85014670000002,Axis Bank ATM,19.028436660767,72.853439331055,ATM
422,Mazgaon,18.968051899999995,72.84001187036267,Axis Bank ATM,18.96886,72.83906,ATM
423,Motilal Nagar,19.1589951,72.84019707773173,Axis Bank ATM,19.1554,72.84352,ATM
424,Mulund (West),19.1719717,72.95119559999998,Axis Bank ATM,19.175016403198,72.95182800293,ATM
425,Nariman Point,18.9259514,72.8232083,Axis Bank ATM,18.92481,72.82294,ATM
426,Nehru Nagar,19.0010485,72.8194265,Axis Bank ATM,19.0038,72.8193,ATM
427,Pant Nagar,19.0868209,72.9156026,YES Bank ATM,19.08704,72.91375,ATM
428,Parel,19.0094817,72.8376614,YES Bank ATM,19.01037,72.83527,Bank
429,Prabhadevi,19.0148811,72.8279556,Axis Bank ATM,19.014179229735998,72.828170776367,ATM
430,Rajawadi,19.07853645,72.90019463836587,Axis Bank ATM,19.08012,72.8967,ATM
431,SEEPZ,19.1253556,72.8751701719707,Axis Bank ATM,19.12463,72.87977,ATM
432,Sahar,19.0995955,72.867284,Axis Bank ATM,19.1003,72.86615,ATM
433,Saki Naka,19.1082208,72.88358240000002,Axis Bank ATM,19.110723999999998,72.8815742,ATM
434,Santacruz (East),19.0815223,72.84175649999997,Axis Bank ATM,19.080379999999998,72.84277,ATM
435,Santacruz (West),19.084877,72.83497270000002,YES Bank ATM,19.0847,72.83801,Bank
436,Santacruz P&T Colony,19.0923132,72.8446354,Axis Bank ATM,19.097839999999998,72.84654,ATM
437,Shivaji Nagar (Kurla),19.1141005,72.86228990000002,Axis Bank ATM,19.116120000000002,72.8618,ATM
438,Sion,19.0465213,72.8632834,Axis Bank ATM,19.04388658,72.86060845,ATM
439,Tagore Nagar,19.1176276,72.93220059999999,Axis Bank ATM,19.114330291748,72.932731628418,ATM
440,Tilak Nagar,19.0692377,72.8978464,Axis Bank ATM,19.069470000000003,72.89894,ATM
441,Tulsiwadi,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
442,Vikhroli,19.1114795,72.928021,Axis Bank ATM,19.11039,72.92883,ATM
443,Vile Parle (East),19.0962884,72.84837990000003,YES Bank ATM,19.09731,72.84944,Bank
444,Wadala,19.0269192,72.8759337,Axis Bank ATM,19.02553,72.87688,ATM
445,Worli,19.0116962,72.81807020000002,Axis Bank ATM,19.00745010376,72.81690979003899,ATM
446,Belapur,19.01898695,73.03909472408442,Kotak Mahindra Bank - Branch/ATM,19.01456,73.0388,Bank
447,Ghansoli,19.1193307,72.9995096,PMC Bank ATM,19.121557179792518,72.99806829141379,ATM
448,Vashi,19.075713,73.0003541,Axis Bank ATM,19.07862,72.9975,ATM
449,Manor,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
450,Mira,19.282057100000006,72.8741437,Axis Bank ATM,19.28272,72.87340999999999,ATM
451,Mira Road,19.1878962,72.8365955,Axis Bank ATM,19.185764312744,72.83763885498,ATM
452,Naupada,19.083579,72.88865190000001,YES Bank ATM,19.085379999999997,72.88723,ATM
453,Nirmal,18.92732875,72.82219717183933,Axis Bank ATM,18.92481,72.82294,ATM
454,Thane (East),19.0308262,73.0198537,Axis Bank ATM,19.03024,73.02198,ATM
455,Bhavani Shankar Road,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
456,Mumbai G P O,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
457,Council Hall,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
458,N I T I E,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
459,Rajbhavan,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
460,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
461,Vidyanagari,19.109091600000006,72.8607705,Axis Bank ATM,19.11202,72.86045,ATM
462,JNPT Town Ship,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
463,Nerul Mode,19.047375,73.0193,Axis Bank ATM,19.04884,73.01782,ATM
464,Arnala,19.2023218,73.0025371,Axis Bank ATM,19.203559875488,73.00643157959,ATM
465,Balcum,19.2023218,73.0025371,Axis Bank ATM,19.203559875488,73.00643157959,ATM
466,Ganeshpuri,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
467,Jakegram,19.13261205,72.93201331422414,Axis Bank ATM,19.131399154663,72.935653686523,ATM
468,Kalwa,19.2023218,73.0025371,Axis Bank ATM,19.203559875488,73.00643157959,ATM
469,Kopri Colony,19.13261205,72.93201331422414,Axis Bank ATM,19.131399154663,72.935653686523,ATM
470,Papdi,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
471,Sandoz Baug,19.2023218,73.0025371,Axis Bank ATM,19.203559875488,73.00643157959,ATM
472,Vasai Road East,18.9387711,72.8353355,Axis Bank ATM,18.940170288085998,72.834861755371,ATM
473,B A R C,19.0167,72.85,Axis Bank ATM,19.01884,72.84704,ATM
474,NAD Karanja,19.0778,72.8944,Axis Bank ATM,19.079999923706,72.896003723145,ATM
475,August Kranti Marg,18.9635489,72.8099885,MyMela Office,18.966692028405713,72.80764683858756,Campaign Office
476,Andheri (East),19.1158835,72.854202,Turkish Airlines Mumbai Sales Office,19.115837750767508,72.85483361353535,Office
477,Andheri (West),19.1172495,72.833968,Sanjay Leela Bhansali Office,19.113720590187487,72.83419557147477,Office
478,Antop Hill,19.0207608,72.8652556,"Intellectual Property Office, Antop Hill",19.02478195043462,72.86393179629333,Office
479,Ballard Estate,18.9366512,72.83913249999998,Mormugao Port Trust Liason Office,18.93695,72.8388,Office
480,Bandra (East),19.0616565,72.8498111,Axis Bank Circle Office,19.061437606811523,72.85096740722656,Office
481,Bandra (West),19.0583358,72.83026690000001,Imagica Head Office,19.0595703125,72.83246612548828,Coworking Space
482,Bangur Nagar,19.1688142,72.8336777,Pranav's home/office,19.169005,72.832454,Tech Startup
483,Bhandup,19.1438684,72.9384327,PMC Bank Head Office,19.145800880046032,72.9363127065421,Office
484,Mumbai Central,18.9695855,72.8193152,Mumbai Central Post Office,18.96663535865145,72.8219226946105,Office
485,Borivli (East),19.2251085,72.8502063,Swapnil's office,19.227403,72.852991,Office
486,Borivli (West),19.2251085,72.8502063,Swapnil's office,19.227403,72.852991,Office
487,Chakala MIDC,19.1152873,72.8618085,Disney-UTV Office,19.112548257520203,72.8614932569904,Office
488,Chembur,19.0612128,72.89759090000003,M Ward Office Chembur Station,19.06168062847359,72.89786378524099,Office
489,Cumballa Hill,18.9693073,72.8065375,MyMela Office,18.966692028405713,72.80764683858756,Campaign Office
490,Dadar,19.019282,72.8428757,Axis Bank - Corporate Office,19.016624008132784,72.84312720634597,Office
491,Delisle Road,18.9932602,72.8310115,OFFICE DESK,18.995308832040728,72.82832622528076,Office
492,F C I Mumbai,18.9387711,72.8353355,Jai News Agency Office,18.9397779,72.8344692,Office
493,Ghatkopar (West),19.0897194,72.90459720000001,StyleCracker Office,19.0869748630741,72.90155551873814,Tech Startup
494,Girgaon,18.9543165,72.8179082,Office,18.9556156,72.8174795,Office
495,Goregaon (West),19.1633281,72.8411995,Municipality Office,19.16278819525645,72.84167901131973,Office
496,Grant Road,18.9644472,72.81357270000002,Office,18.962099740247226,72.81622745491214,Office
497,Hutatma Chowk,18.9341699,72.83252,Town Office,18.93478732262016,72.83385514738856,Office
498,I I T Mumbai,18.9387711,72.8353355,Jai News Agency Office,18.9397779,72.8344692,Office
499,J B Nagar,18.9387711,72.8353355,Jai News Agency Office,18.9397779,72.8344692,Office
500,Jogeshwari (West),19.136394,72.83738170000002,PVR Corporate Office,19.137843016284858,72.83832356144566,Office
501,Juhu,19.1070215,72.8275275,Hari Mangalam Office,19.107312485014575,72.82763511179239,Conference Room
502,Kalbadevi,18.9492575,72.82793819999998,Office,18.952766575403952,72.8314317757531,Office
503,Kandivli (East),19.2064788,72.83845050000002,Lic Office Dahanukarwadi,19.207016049894673,72.8369881850133,Office
504,Kandivli (West),19.2064788,72.83845050000002,Lic Office Dahanukarwadi,19.207016049894673,72.8369881850133,Office
505,Khar,19.0696584,72.8398944,Drizzlin Office,19.068542495543028,72.83980384559416,Office
506,Kurla,19.0652797,72.87938050000002,Advocate Shafi Shaikh's Office,19.066238403320312,72.87663269042969,Office
507,Mahim,19.0423145,72.8398344,Hindustan Times Office,19.041946665041692,72.84286180073127,Office
508,Malabar Hill,18.9581616,72.80336650000002,Nv machinery and vk enginnering office,18.958448601374897,72.80180122998054,Coworking Space
509,Malad (East),19.1860219,72.8563181,Saswata's New Office,19.183413,72.852903,Coworking Space
510,Malad (West),19.1840129,72.8412155,My Office,19.186804000000002,72.844417,Office
511,Mandpeshwar,19.23584235,72.85283655957588,Buxsa Head Office,19.23509710612705,72.85356434086718,Coworking Space
512,Mandvi,18.9550564,72.83479190000001,Office,18.952766575403952,72.8314317757531,Office
513,Mantralaya,18.92766235,72.82703930367538,OCI Corporation Mumbai Office,18.928125381469727,72.82522583007812,Office
514,Marine Lines,18.9456701,72.82378100000003,Sheela Enterprises (Kalbadevi Office),18.9472433,72.82756440000001,Office
515,Matunga,19.027435600000004,72.85014670000002,The E-Factory Office,19.02732662933867,72.85399704820445,Office
516,Mazgaon,18.968051899999995,72.84001187036267,Aadhar Card Office,18.968888,72.835477,Office
517,Motilal Nagar,19.1589951,72.84019707773173,Sahara Tv Channel Office,19.159241172213694,72.84297719451236,Office
518,Mulund (West),19.1719717,72.95119559999998,P. P. oils head office,19.173288,72.9488592,Office
519,Mulund Colony,19.1777778,72.93835109999998,P.P.Oils head office,19.178339293497114,72.94305476098229,Office
520,Nariman Point,18.9259514,72.8232083,Emarites Office,18.92686896460143,72.82324983374366,Office
